"AreaCode","AreaName","Date","TotalCases"
"S08000020","Grampian","2021-01-03T00:00:00Z","8518"
"S08000031","Greater Glasgow and Clyde","2021-01-03T00:00:00Z","43234"
"S08000022","Highland","2021-01-03T00:00:00Z","2442"
"S08000032","Lanarkshire","2021-01-03T00:00:00Z","25373"
"S08000024","Lothian","2021-01-03T00:00:00Z","19389"
"S08000025","Orkney","2021-01-03T00:00:00Z","39"
"S08000026","Shetland","2021-01-03T00:00:00Z","149"
"S08000030","Tayside","2021-01-03T00:00:00Z","8830"
"S08000028","Western Isles","2021-01-03T00:00:00Z","107"
"S08000015","Ayrshire and Arran","2021-01-02T00:00:00Z","9705"
"S08000016","Borders","2021-01-02T00:00:00Z","1789"
"S08000017","Dumfries and Galloway","2021-01-02T00:00:00Z","1967"
"S08000029","Fife","2021-01-02T00:00:00Z","6550"
"S08000019","Forth Valley","2021-01-02T00:00:00Z","5840"
"S08000020","Grampian","2021-01-02T00:00:00Z","8350"
"S08000031","Greater Glasgow and Clyde","2021-01-02T00:00:00Z","42548"
"S08000022","Highland","2021-01-02T00:00:00Z","2348"
"S08000032","Lanarkshire","2021-01-02T00:00:00Z","25033"
"S08000024","Lothian","2021-01-02T00:00:00Z","19102"
"S08000025","Orkney","2021-01-02T00:00:00Z","39"
"S08000026","Shetland","2021-01-02T00:00:00Z","148"
"S08000030","Tayside","2021-01-02T00:00:00Z","8603"
"S08000028","Western Isles","2021-01-02T00:00:00Z","107"
"S08000015","Ayrshire and Arran","2021-01-01T00:00:00Z","9591"
"S08000016","Borders","2021-01-01T00:00:00Z","1654"
"S08000017","Dumfries and Galloway","2021-01-01T00:00:00Z","1862"
"S08000029","Fife","2021-01-01T00:00:00Z","6421"
"S08000019","Forth Valley","2021-01-01T00:00:00Z","5731"
"S08000020","Grampian","2021-01-01T00:00:00Z","8150"
"S08000031","Greater Glasgow and Clyde","2021-01-01T00:00:00Z","42027"
"S08000022","Highland","2021-01-01T00:00:00Z","2314"
"S08000032","Lanarkshire","2021-01-01T00:00:00Z","24700"
"S08000024","Lothian","2021-01-01T00:00:00Z","18776"
"S08000025","Orkney","2021-01-01T00:00:00Z","39"
"S08000026","Shetland","2021-01-01T00:00:00Z","147"
"S08000030","Tayside","2021-01-01T00:00:00Z","8482"
"S08000028","Western Isles","2021-01-01T00:00:00Z","98"
"S08000015","Ayrshire and Arran","2020-12-31T00:00:00Z","9388"
"S08000016","Borders","2020-12-31T00:00:00Z","1586"
"S08000017","Dumfries and Galloway","2020-12-31T00:00:00Z","1705"
"S08000029","Fife","2020-12-31T00:00:00Z","6278"
"S08000019","Forth Valley","2020-12-31T00:00:00Z","5622"
"S08000020","Grampian","2020-12-31T00:00:00Z","7870"
"S08000031","Greater Glasgow and Clyde","2020-12-31T00:00:00Z","41341"
"S08000022","Highland","2020-12-31T00:00:00Z","2172"
"S08000032","Lanarkshire","2020-12-31T00:00:00Z","24351"
"S08000024","Lothian","2020-12-31T00:00:00Z","18577"
"S08000025","Orkney","2020-12-31T00:00:00Z","39"
"S08000026","Shetland","2020-12-31T00:00:00Z","128"
"S08000030","Tayside","2020-12-31T00:00:00Z","8300"
"S08000028","Western Isles","2020-12-31T00:00:00Z","96"
"S08000015","Ayrshire and Arran","2020-12-30T00:00:00Z","9163"
"S08000016","Borders","2020-12-30T00:00:00Z","1507"
"S08000017","Dumfries and Galloway","2020-12-30T00:00:00Z","1591"
"S08000029","Fife","2020-12-30T00:00:00Z","6177"
"S08000019","Forth Valley","2020-12-30T00:00:00Z","5544"
"S08000020","Grampian","2020-12-30T00:00:00Z","7610"
"S08000031","Greater Glasgow and Clyde","2020-12-30T00:00:00Z","40661"
"S08000022","Highland","2020-12-30T00:00:00Z","2091"
"S08000032","Lanarkshire","2020-12-30T00:00:00Z","23979"
"S08000024","Lothian","2020-12-30T00:00:00Z","18198"
"S08000025","Orkney","2020-12-30T00:00:00Z","39"
"S08000026","Shetland","2020-12-30T00:00:00Z","112"
"S08000030","Tayside","2020-12-30T00:00:00Z","8064"
"S08000028","Western Isles","2020-12-30T00:00:00Z","95"
"S08000015","Ayrshire and Arran","2020-12-29T00:00:00Z","9023"
"S08000016","Borders","2020-12-29T00:00:00Z","1457"
"S08000017","Dumfries and Galloway","2020-12-29T00:00:00Z","1499"
"S08000029","Fife","2020-12-29T00:00:00Z","6067"
"S08000019","Forth Valley","2020-12-29T00:00:00Z","5450"
"S08000020","Grampian","2020-12-29T00:00:00Z","7426"
"S08000031","Greater Glasgow and Clyde","2020-12-29T00:00:00Z","40043"
"S08000022","Highland","2020-12-29T00:00:00Z","2024"
"S08000032","Lanarkshire","2020-12-29T00:00:00Z","23684"
"S08000024","Lothian","2020-12-29T00:00:00Z","17941"
"S08000025","Orkney","2020-12-29T00:00:00Z","39"
"S08000026","Shetland","2020-12-29T00:00:00Z","105"
"S08000030","Tayside","2020-12-29T00:00:00Z","7934"
"S08000028","Western Isles","2020-12-29T00:00:00Z","94"
"S08000015","Ayrshire and Arran","2020-12-28T00:00:00Z","8885"
"S08000016","Borders","2020-12-28T00:00:00Z","1398"
"S08000017","Dumfries and Galloway","2020-12-28T00:00:00Z","1393"
"S08000029","Fife","2020-12-28T00:00:00Z","6007"
"S08000019","Forth Valley","2020-12-28T00:00:00Z","5358"
"S08000020","Grampian","2020-12-28T00:00:00Z","7262"
"S08000031","Greater Glasgow and Clyde","2020-12-28T00:00:00Z","39525"
"S08000022","Highland","2020-12-28T00:00:00Z","1990"
"S08000032","Lanarkshire","2020-12-28T00:00:00Z","23402"
"S08000024","Lothian","2020-12-28T00:00:00Z","17661"
"S08000025","Orkney","2020-12-28T00:00:00Z","39"
"S08000026","Shetland","2020-12-28T00:00:00Z","91"
"S08000030","Tayside","2020-12-28T00:00:00Z","7786"
"S08000028","Western Isles","2020-12-28T00:00:00Z","94"
"S08000015","Ayrshire and Arran","2020-12-27T00:00:00Z","8823"
"S08000016","Borders","2020-12-27T00:00:00Z","1383"
"S08000017","Dumfries and Galloway","2020-12-27T00:00:00Z","1385"
"S08000029","Fife","2020-12-27T00:00:00Z","5943"
"S08000019","Forth Valley","2020-12-27T00:00:00Z","5317"
"S08000020","Grampian","2020-12-27T00:00:00Z","7174"
"S08000031","Greater Glasgow and Clyde","2020-12-27T00:00:00Z","39273"
"S08000022","Highland","2020-12-27T00:00:00Z","1973"
"S08000032","Lanarkshire","2020-12-27T00:00:00Z","23247"
"S08000024","Lothian","2020-12-27T00:00:00Z","17509"
"S08000025","Orkney","2020-12-27T00:00:00Z","39"
"S08000026","Shetland","2020-12-27T00:00:00Z","89"
"S08000030","Tayside","2020-12-27T00:00:00Z","7675"
"S08000028","Western Isles","2020-12-27T00:00:00Z","94"
"S08000015","Ayrshire and Arran","2020-12-26T00:00:00Z","8771"
"S08000016","Borders","2020-12-26T00:00:00Z","1361"
"S08000017","Dumfries and Galloway","2020-12-26T00:00:00Z","1358"
"S08000029","Fife","2020-12-26T00:00:00Z","5905"
"S08000019","Forth Valley","2020-12-26T00:00:00Z","5287"
"S08000020","Grampian","2020-12-26T00:00:00Z","7117"
"S08000031","Greater Glasgow and Clyde","2020-12-26T00:00:00Z","39041"
"S08000022","Highland","2020-12-26T00:00:00Z","1948"
"S08000032","Lanarkshire","2020-12-26T00:00:00Z","23147"
"S08000024","Lothian","2020-12-26T00:00:00Z","17405"
"S08000025","Orkney","2020-12-26T00:00:00Z","39"
"S08000026","Shetland","2020-12-26T00:00:00Z","87"
"S08000030","Tayside","2020-12-26T00:00:00Z","7624"
"S08000028","Western Isles","2020-12-26T00:00:00Z","94"
"S08000015","Ayrshire and Arran","2020-12-25T00:00:00Z","8700"
"S08000016","Borders","2020-12-25T00:00:00Z","1333"
"S08000017","Dumfries and Galloway","2020-12-25T00:00:00Z","1341"
"S08000029","Fife","2020-12-25T00:00:00Z","5844"
"S08000019","Forth Valley","2020-12-25T00:00:00Z","5244"
"S08000020","Grampian","2020-12-25T00:00:00Z","7014"
"S08000031","Greater Glasgow and Clyde","2020-12-25T00:00:00Z","38718"
"S08000022","Highland","2020-12-25T00:00:00Z","1906"
"S08000032","Lanarkshire","2020-12-25T00:00:00Z","22930"
"S08000024","Lothian","2020-12-25T00:00:00Z","17239"
"S08000025","Orkney","2020-12-25T00:00:00Z","38"
"S08000026","Shetland","2020-12-25T00:00:00Z","86"
"S08000030","Tayside","2020-12-25T00:00:00Z","7548"
"S08000028","Western Isles","2020-12-25T00:00:00Z","94"
"S08000015","Ayrshire and Arran","2020-12-24T00:00:00Z","8609"
"S08000016","Borders","2020-12-24T00:00:00Z","1305"
"S08000017","Dumfries and Galloway","2020-12-24T00:00:00Z","1327"
"S08000029","Fife","2020-12-24T00:00:00Z","5789"
"S08000019","Forth Valley","2020-12-24T00:00:00Z","5202"
"S08000020","Grampian","2020-12-24T00:00:00Z","6864"
"S08000031","Greater Glasgow and Clyde","2020-12-24T00:00:00Z","38418"
"S08000022","Highland","2020-12-24T00:00:00Z","1872"
"S08000032","Lanarkshire","2020-12-24T00:00:00Z","22779"
"S08000024","Lothian","2020-12-24T00:00:00Z","17036"
"S08000025","Orkney","2020-12-24T00:00:00Z","38"
"S08000026","Shetland","2020-12-24T00:00:00Z","80"
"S08000030","Tayside","2020-12-24T00:00:00Z","7459"
"S08000028","Western Isles","2020-12-24T00:00:00Z","92"
"S08000015","Ayrshire and Arran","2020-12-23T00:00:00Z","8509"
"S08000016","Borders","2020-12-23T00:00:00Z","1283"
"S08000017","Dumfries and Galloway","2020-12-23T00:00:00Z","1309"
"S08000029","Fife","2020-12-23T00:00:00Z","5701"
"S08000019","Forth Valley","2020-12-23T00:00:00Z","5164"
"S08000020","Grampian","2020-12-23T00:00:00Z","6736"
"S08000031","Greater Glasgow and Clyde","2020-12-23T00:00:00Z","38084"
"S08000022","Highland","2020-12-23T00:00:00Z","1837"
"S08000032","Lanarkshire","2020-12-23T00:00:00Z","22545"
"S08000024","Lothian","2020-12-23T00:00:00Z","16833"
"S08000025","Orkney","2020-12-23T00:00:00Z","38"
"S08000026","Shetland","2020-12-23T00:00:00Z","78"
"S08000030","Tayside","2020-12-23T00:00:00Z","7347"
"S08000028","Western Isles","2020-12-23T00:00:00Z","92"
"S08000015","Ayrshire and Arran","2020-12-22T00:00:00Z","8382"
"S08000016","Borders","2020-12-22T00:00:00Z","1267"
"S08000017","Dumfries and Galloway","2020-12-22T00:00:00Z","1298"
"S08000029","Fife","2020-12-22T00:00:00Z","5633"
"S08000019","Forth Valley","2020-12-22T00:00:00Z","5100"
"S08000020","Grampian","2020-12-22T00:00:00Z","6580"
"S08000031","Greater Glasgow and Clyde","2020-12-22T00:00:00Z","37825"
"S08000022","Highland","2020-12-22T00:00:00Z","1819"
"S08000032","Lanarkshire","2020-12-22T00:00:00Z","22331"
"S08000024","Lothian","2020-12-22T00:00:00Z","16676"
"S08000025","Orkney","2020-12-22T00:00:00Z","38"
"S08000026","Shetland","2020-12-22T00:00:00Z","77"
"S08000030","Tayside","2020-12-22T00:00:00Z","7248"
"S08000028","Western Isles","2020-12-22T00:00:00Z","92"
"S08000015","Ayrshire and Arran","2020-12-21T00:00:00Z","8282"
"S08000016","Borders","2020-12-21T00:00:00Z","1244"
"S08000017","Dumfries and Galloway","2020-12-21T00:00:00Z","1273"
"S08000029","Fife","2020-12-21T00:00:00Z","5552"
"S08000019","Forth Valley","2020-12-21T00:00:00Z","5060"
"S08000020","Grampian","2020-12-21T00:00:00Z","6408"
"S08000031","Greater Glasgow and Clyde","2020-12-21T00:00:00Z","37404"
"S08000022","Highland","2020-12-21T00:00:00Z","1797"
"S08000032","Lanarkshire","2020-12-21T00:00:00Z","22190"
"S08000024","Lothian","2020-12-21T00:00:00Z","16460"
"S08000025","Orkney","2020-12-21T00:00:00Z","38"
"S08000026","Shetland","2020-12-21T00:00:00Z","77"
"S08000030","Tayside","2020-12-21T00:00:00Z","7173"
"S08000028","Western Isles","2020-12-21T00:00:00Z","92"
"S08000015","Ayrshire and Arran","2020-12-20T00:00:00Z","8176"
"S08000016","Borders","2020-12-20T00:00:00Z","1216"
"S08000017","Dumfries and Galloway","2020-12-20T00:00:00Z","1258"
"S08000029","Fife","2020-12-20T00:00:00Z","5471"
"S08000019","Forth Valley","2020-12-20T00:00:00Z","4974"
"S08000020","Grampian","2020-12-20T00:00:00Z","6264"
"S08000031","Greater Glasgow and Clyde","2020-12-20T00:00:00Z","37038"
"S08000022","Highland","2020-12-20T00:00:00Z","1772"
"S08000032","Lanarkshire","2020-12-20T00:00:00Z","21951"
"S08000024","Lothian","2020-12-20T00:00:00Z","16183"
"S08000025","Orkney","2020-12-20T00:00:00Z","38"
"S08000026","Shetland","2020-12-20T00:00:00Z","76"
"S08000030","Tayside","2020-12-20T00:00:00Z","7037"
"S08000028","Western Isles","2020-12-20T00:00:00Z","92"
"S08000015","Ayrshire and Arran","2020-12-19T00:00:00Z","8081"
"S08000016","Borders","2020-12-19T00:00:00Z","1205"
"S08000017","Dumfries and Galloway","2020-12-19T00:00:00Z","1248"
"S08000029","Fife","2020-12-19T00:00:00Z","5413"
"S08000019","Forth Valley","2020-12-19T00:00:00Z","4939"
"S08000020","Grampian","2020-12-19T00:00:00Z","6136"
"S08000031","Greater Glasgow and Clyde","2020-12-19T00:00:00Z","36764"
"S08000022","Highland","2020-12-19T00:00:00Z","1750"
"S08000032","Lanarkshire","2020-12-19T00:00:00Z","21864"
"S08000024","Lothian","2020-12-19T00:00:00Z","16040"
"S08000025","Orkney","2020-12-19T00:00:00Z","38"
"S08000026","Shetland","2020-12-19T00:00:00Z","76"
"S08000030","Tayside","2020-12-19T00:00:00Z","6966"
"S08000028","Western Isles","2020-12-19T00:00:00Z","91"
"S08000015","Ayrshire and Arran","2020-12-18T00:00:00Z","8016"
"S08000016","Borders","2020-12-18T00:00:00Z","1195"
"S08000017","Dumfries and Galloway","2020-12-18T00:00:00Z","1247"
"S08000029","Fife","2020-12-18T00:00:00Z","5375"
"S08000019","Forth Valley","2020-12-18T00:00:00Z","4908"
"S08000020","Grampian","2020-12-18T00:00:00Z","6090"
"S08000031","Greater Glasgow and Clyde","2020-12-18T00:00:00Z","36644"
"S08000022","Highland","2020-12-18T00:00:00Z","1738"
"S08000032","Lanarkshire","2020-12-18T00:00:00Z","21743"
"S08000024","Lothian","2020-12-18T00:00:00Z","15937"
"S08000025","Orkney","2020-12-18T00:00:00Z","38"
"S08000026","Shetland","2020-12-18T00:00:00Z","76"
"S08000030","Tayside","2020-12-18T00:00:00Z","6943"
"S08000028","Western Isles","2020-12-18T00:00:00Z","90"
"S08000015","Ayrshire and Arran","2020-12-17T00:00:00Z","7965"
"S08000016","Borders","2020-12-17T00:00:00Z","1173"
"S08000017","Dumfries and Galloway","2020-12-17T00:00:00Z","1236"
"S08000029","Fife","2020-12-17T00:00:00Z","5335"
"S08000019","Forth Valley","2020-12-17T00:00:00Z","4879"
"S08000020","Grampian","2020-12-17T00:00:00Z","5996"
"S08000031","Greater Glasgow and Clyde","2020-12-17T00:00:00Z","36472"
"S08000022","Highland","2020-12-17T00:00:00Z","1723"
"S08000032","Lanarkshire","2020-12-17T00:00:00Z","21678"
"S08000024","Lothian","2020-12-17T00:00:00Z","15779"
"S08000025","Orkney","2020-12-17T00:00:00Z","38"
"S08000026","Shetland","2020-12-17T00:00:00Z","76"
"S08000030","Tayside","2020-12-17T00:00:00Z","6856"
"S08000028","Western Isles","2020-12-17T00:00:00Z","90"
"S08000015","Ayrshire and Arran","2020-12-16T00:00:00Z","7902"
"S08000016","Borders","2020-12-16T00:00:00Z","1162"
"S08000017","Dumfries and Galloway","2020-12-16T00:00:00Z","1223"
"S08000029","Fife","2020-12-16T00:00:00Z","5263"
"S08000019","Forth Valley","2020-12-16T00:00:00Z","4836"
"S08000020","Grampian","2020-12-16T00:00:00Z","5893"
"S08000031","Greater Glasgow and Clyde","2020-12-16T00:00:00Z","36251"
"S08000022","Highland","2020-12-16T00:00:00Z","1697"
"S08000032","Lanarkshire","2020-12-16T00:00:00Z","21549"
"S08000024","Lothian","2020-12-16T00:00:00Z","15636"
"S08000025","Orkney","2020-12-16T00:00:00Z","38"
"S08000026","Shetland","2020-12-16T00:00:00Z","76"
"S08000030","Tayside","2020-12-16T00:00:00Z","6822"
"S08000028","Western Isles","2020-12-16T00:00:00Z","90"
"S08000015","Ayrshire and Arran","2020-12-15T00:00:00Z","7811"
"S08000016","Borders","2020-12-15T00:00:00Z","1144"
"S08000017","Dumfries and Galloway","2020-12-15T00:00:00Z","1218"
"S08000029","Fife","2020-12-15T00:00:00Z","5219"
"S08000019","Forth Valley","2020-12-15T00:00:00Z","4805"
"S08000020","Grampian","2020-12-15T00:00:00Z","5812"
"S08000031","Greater Glasgow and Clyde","2020-12-15T00:00:00Z","36142"
"S08000022","Highland","2020-12-15T00:00:00Z","1681"
"S08000032","Lanarkshire","2020-12-15T00:00:00Z","21457"
"S08000024","Lothian","2020-12-15T00:00:00Z","15496"
"S08000025","Orkney","2020-12-15T00:00:00Z","38"
"S08000026","Shetland","2020-12-15T00:00:00Z","76"
"S08000030","Tayside","2020-12-15T00:00:00Z","6761"
"S08000028","Western Isles","2020-12-15T00:00:00Z","89"
"S08000015","Ayrshire and Arran","2020-12-14T00:00:00Z","7731"
"S08000016","Borders","2020-12-14T00:00:00Z","1129"
"S08000017","Dumfries and Galloway","2020-12-14T00:00:00Z","1213"
"S08000029","Fife","2020-12-14T00:00:00Z","5152"
"S08000019","Forth Valley","2020-12-14T00:00:00Z","4765"
"S08000020","Grampian","2020-12-14T00:00:00Z","5726"
"S08000031","Greater Glasgow and Clyde","2020-12-14T00:00:00Z","35936"
"S08000022","Highland","2020-12-14T00:00:00Z","1669"
"S08000032","Lanarkshire","2020-12-14T00:00:00Z","21330"
"S08000024","Lothian","2020-12-14T00:00:00Z","15328"
"S08000025","Orkney","2020-12-14T00:00:00Z","38"
"S08000026","Shetland","2020-12-14T00:00:00Z","76"
"S08000030","Tayside","2020-12-14T00:00:00Z","6723"
"S08000028","Western Isles","2020-12-14T00:00:00Z","88"
"S08000015","Ayrshire and Arran","2020-12-13T00:00:00Z","7650"
"S08000016","Borders","2020-12-13T00:00:00Z","1118"
"S08000017","Dumfries and Galloway","2020-12-13T00:00:00Z","1211"
"S08000029","Fife","2020-12-13T00:00:00Z","5110"
"S08000019","Forth Valley","2020-12-13T00:00:00Z","4736"
"S08000020","Grampian","2020-12-13T00:00:00Z","5663"
"S08000031","Greater Glasgow and Clyde","2020-12-13T00:00:00Z","35723"
"S08000022","Highland","2020-12-13T00:00:00Z","1657"
"S08000032","Lanarkshire","2020-12-13T00:00:00Z","21235"
"S08000024","Lothian","2020-12-13T00:00:00Z","15193"
"S08000025","Orkney","2020-12-13T00:00:00Z","38"
"S08000026","Shetland","2020-12-13T00:00:00Z","76"
"S08000030","Tayside","2020-12-13T00:00:00Z","6674"
"S08000028","Western Isles","2020-12-13T00:00:00Z","86"
"S08000015","Ayrshire and Arran","2020-12-12T00:00:00Z","7570"
"S08000016","Borders","2020-12-12T00:00:00Z","1104"
"S08000017","Dumfries and Galloway","2020-12-12T00:00:00Z","1209"
"S08000029","Fife","2020-12-12T00:00:00Z","5038"
"S08000019","Forth Valley","2020-12-12T00:00:00Z","4708"
"S08000020","Grampian","2020-12-12T00:00:00Z","5583"
"S08000031","Greater Glasgow and Clyde","2020-12-12T00:00:00Z","35544"
"S08000022","Highland","2020-12-12T00:00:00Z","1640"
"S08000032","Lanarkshire","2020-12-12T00:00:00Z","21119"
"S08000024","Lothian","2020-12-12T00:00:00Z","15054"
"S08000025","Orkney","2020-12-12T00:00:00Z","38"
"S08000026","Shetland","2020-12-12T00:00:00Z","76"
"S08000030","Tayside","2020-12-12T00:00:00Z","6601"
"S08000028","Western Isles","2020-12-12T00:00:00Z","86"
"S08000015","Ayrshire and Arran","2020-12-11T00:00:00Z","7481"
"S08000016","Borders","2020-12-11T00:00:00Z","1079"
"S08000017","Dumfries and Galloway","2020-12-11T00:00:00Z","1204"
"S08000029","Fife","2020-12-11T00:00:00Z","4934"
"S08000019","Forth Valley","2020-12-11T00:00:00Z","4653"
"S08000020","Grampian","2020-12-11T00:00:00Z","5504"
"S08000031","Greater Glasgow and Clyde","2020-12-11T00:00:00Z","35248"
"S08000022","Highland","2020-12-11T00:00:00Z","1626"
"S08000032","Lanarkshire","2020-12-11T00:00:00Z","20968"
"S08000024","Lothian","2020-12-11T00:00:00Z","14911"
"S08000025","Orkney","2020-12-11T00:00:00Z","38"
"S08000026","Shetland","2020-12-11T00:00:00Z","76"
"S08000030","Tayside","2020-12-11T00:00:00Z","6498"
"S08000028","Western Isles","2020-12-11T00:00:00Z","86"
"S08000015","Ayrshire and Arran","2020-12-10T00:00:00Z","7364"
"S08000016","Borders","2020-12-10T00:00:00Z","1067"
"S08000017","Dumfries and Galloway","2020-12-10T00:00:00Z","1200"
"S08000029","Fife","2020-12-10T00:00:00Z","4855"
"S08000019","Forth Valley","2020-12-10T00:00:00Z","4619"
"S08000020","Grampian","2020-12-10T00:00:00Z","5393"
"S08000031","Greater Glasgow and Clyde","2020-12-10T00:00:00Z","35002"
"S08000022","Highland","2020-12-10T00:00:00Z","1613"
"S08000032","Lanarkshire","2020-12-10T00:00:00Z","20843"
"S08000024","Lothian","2020-12-10T00:00:00Z","14715"
"S08000025","Orkney","2020-12-10T00:00:00Z","38"
"S08000026","Shetland","2020-12-10T00:00:00Z","76"
"S08000030","Tayside","2020-12-10T00:00:00Z","6434"
"S08000028","Western Isles","2020-12-10T00:00:00Z","86"
"S08000015","Ayrshire and Arran","2020-12-09T00:00:00Z","7283"
"S08000016","Borders","2020-12-09T00:00:00Z","1056"
"S08000017","Dumfries and Galloway","2020-12-09T00:00:00Z","1194"
"S08000029","Fife","2020-12-09T00:00:00Z","4764"
"S08000019","Forth Valley","2020-12-09T00:00:00Z","4539"
"S08000020","Grampian","2020-12-09T00:00:00Z","5330"
"S08000031","Greater Glasgow and Clyde","2020-12-09T00:00:00Z","34787"
"S08000022","Highland","2020-12-09T00:00:00Z","1602"
"S08000032","Lanarkshire","2020-12-09T00:00:00Z","20687"
"S08000024","Lothian","2020-12-09T00:00:00Z","14557"
"S08000025","Orkney","2020-12-09T00:00:00Z","38"
"S08000026","Shetland","2020-12-09T00:00:00Z","76"
"S08000030","Tayside","2020-12-09T00:00:00Z","6377"
"S08000028","Western Isles","2020-12-09T00:00:00Z","82"
"S08000015","Ayrshire and Arran","2020-12-08T00:00:00Z","7218"
"S08000016","Borders","2020-12-08T00:00:00Z","1041"
"S08000017","Dumfries and Galloway","2020-12-08T00:00:00Z","1185"
"S08000029","Fife","2020-12-08T00:00:00Z","4701"
"S08000019","Forth Valley","2020-12-08T00:00:00Z","4488"
"S08000020","Grampian","2020-12-08T00:00:00Z","5233"
"S08000031","Greater Glasgow and Clyde","2020-12-08T00:00:00Z","34564"
"S08000022","Highland","2020-12-08T00:00:00Z","1589"
"S08000032","Lanarkshire","2020-12-08T00:00:00Z","20540"
"S08000024","Lothian","2020-12-08T00:00:00Z","14407"
"S08000025","Orkney","2020-12-08T00:00:00Z","38"
"S08000026","Shetland","2020-12-08T00:00:00Z","76"
"S08000030","Tayside","2020-12-08T00:00:00Z","6313"
"S08000028","Western Isles","2020-12-08T00:00:00Z","82"
"S08000015","Ayrshire and Arran","2020-12-07T00:00:00Z","7134"
"S08000016","Borders","2020-12-07T00:00:00Z","1029"
"S08000017","Dumfries and Galloway","2020-12-07T00:00:00Z","1182"
"S08000029","Fife","2020-12-07T00:00:00Z","4656"
"S08000019","Forth Valley","2020-12-07T00:00:00Z","4446"
"S08000020","Grampian","2020-12-07T00:00:00Z","5190"
"S08000031","Greater Glasgow and Clyde","2020-12-07T00:00:00Z","34375"
"S08000022","Highland","2020-12-07T00:00:00Z","1584"
"S08000032","Lanarkshire","2020-12-07T00:00:00Z","20450"
"S08000024","Lothian","2020-12-07T00:00:00Z","14274"
"S08000025","Orkney","2020-12-07T00:00:00Z","38"
"S08000026","Shetland","2020-12-07T00:00:00Z","76"
"S08000030","Tayside","2020-12-07T00:00:00Z","6267"
"S08000028","Western Isles","2020-12-07T00:00:00Z","82"
"S08000015","Ayrshire and Arran","2020-12-06T00:00:00Z","7078"
"S08000016","Borders","2020-12-06T00:00:00Z","1023"
"S08000017","Dumfries and Galloway","2020-12-06T00:00:00Z","1177"
"S08000029","Fife","2020-12-06T00:00:00Z","4604"
"S08000019","Forth Valley","2020-12-06T00:00:00Z","4394"
"S08000020","Grampian","2020-12-06T00:00:00Z","5125"
"S08000031","Greater Glasgow and Clyde","2020-12-06T00:00:00Z","34197"
"S08000022","Highland","2020-12-06T00:00:00Z","1577"
"S08000032","Lanarkshire","2020-12-06T00:00:00Z","20347"
"S08000024","Lothian","2020-12-06T00:00:00Z","14160"
"S08000025","Orkney","2020-12-06T00:00:00Z","38"
"S08000026","Shetland","2020-12-06T00:00:00Z","76"
"S08000030","Tayside","2020-12-06T00:00:00Z","6228"
"S08000028","Western Isles","2020-12-06T00:00:00Z","82"
"S08000015","Ayrshire and Arran","2020-12-05T00:00:00Z","7008"
"S08000016","Borders","2020-12-05T00:00:00Z","1020"
"S08000017","Dumfries and Galloway","2020-12-05T00:00:00Z","1172"
"S08000029","Fife","2020-12-05T00:00:00Z","4544"
"S08000019","Forth Valley","2020-12-05T00:00:00Z","4370"
"S08000020","Grampian","2020-12-05T00:00:00Z","5077"
"S08000031","Greater Glasgow and Clyde","2020-12-05T00:00:00Z","34007"
"S08000022","Highland","2020-12-05T00:00:00Z","1574"
"S08000032","Lanarkshire","2020-12-05T00:00:00Z","20221"
"S08000024","Lothian","2020-12-05T00:00:00Z","14096"
"S08000025","Orkney","2020-12-05T00:00:00Z","38"
"S08000026","Shetland","2020-12-05T00:00:00Z","76"
"S08000030","Tayside","2020-12-05T00:00:00Z","6178"
"S08000028","Western Isles","2020-12-05T00:00:00Z","82"
"S08000015","Ayrshire and Arran","2020-12-04T00:00:00Z","6944"
"S08000016","Borders","2020-12-04T00:00:00Z","1014"
"S08000017","Dumfries and Galloway","2020-12-04T00:00:00Z","1167"
"S08000029","Fife","2020-12-04T00:00:00Z","4492"
"S08000019","Forth Valley","2020-12-04T00:00:00Z","4321"
"S08000020","Grampian","2020-12-04T00:00:00Z","5008"
"S08000031","Greater Glasgow and Clyde","2020-12-04T00:00:00Z","33797"
"S08000022","Highland","2020-12-04T00:00:00Z","1559"
"S08000032","Lanarkshire","2020-12-04T00:00:00Z","20104"
"S08000024","Lothian","2020-12-04T00:00:00Z","13947"
"S08000025","Orkney","2020-12-04T00:00:00Z","38"
"S08000026","Shetland","2020-12-04T00:00:00Z","76"
"S08000030","Tayside","2020-12-04T00:00:00Z","6137"
"S08000028","Western Isles","2020-12-04T00:00:00Z","82"
"S08000015","Ayrshire and Arran","2020-12-03T00:00:00Z","6875"
"S08000016","Borders","2020-12-03T00:00:00Z","1007"
"S08000017","Dumfries and Galloway","2020-12-03T00:00:00Z","1160"
"S08000029","Fife","2020-12-03T00:00:00Z","4429"
"S08000019","Forth Valley","2020-12-03T00:00:00Z","4274"
"S08000020","Grampian","2020-12-03T00:00:00Z","4940"
"S08000031","Greater Glasgow and Clyde","2020-12-03T00:00:00Z","33539"
"S08000022","Highland","2020-12-03T00:00:00Z","1461"
"S08000032","Lanarkshire","2020-12-03T00:00:00Z","19938"
"S08000024","Lothian","2020-12-03T00:00:00Z","13830"
"S08000025","Orkney","2020-12-03T00:00:00Z","38"
"S08000026","Shetland","2020-12-03T00:00:00Z","76"
"S08000030","Tayside","2020-12-03T00:00:00Z","6071"
"S08000028","Western Isles","2020-12-03T00:00:00Z","82"
