"AreaCode","Date","DailyCases","TotalCases"
"E06000050","2020-10-20","128","4836"
"E06000050","2020-10-19","126","4708"
"E06000050","2020-10-18","93","4582"
"E06000050","2020-10-17","74","4489"
"E06000050","2020-10-16","107","4415"
"E06000050","2020-10-15","103","4308"
"E06000050","2020-10-14","98","4205"
"E06000050","2020-10-13","98","4107"
"E06000050","2020-10-12","110","4009"
"E06000050","2020-10-11","65","3899"
"E06000050","2020-10-10","81","3834"
"E06000050","2020-10-09","86","3753"
"E06000050","2020-10-08","115","3667"
"E06000050","2020-10-07","112","3552"
"E06000050","2020-10-06","106","3440"
"E06000050","2020-10-05","91","3334"
"E06000050","2020-10-04","82","3243"
"E06000050","2020-10-03","61","3161"
"E06000050","2020-10-02","88","3100"
"E06000050","2020-10-01","70","3012"
"E06000050","2020-09-30","86","2942"
"E06000050","2020-09-29","63","2856"
"E06000050","2020-09-28","42","2793"
"E06000050","2020-09-27","48","2751"
"E06000050","2020-09-26","44","2703"
"E06000050","2020-09-25","41","2659"
"E06000050","2020-09-24","33","2618"
"E06000050","2020-09-23","36","2585"
"E06000050","2020-09-22","34","2549"
"E06000050","2020-09-21","33","2515"
"E06000050","2020-09-20","21","2482"
"E06000050","2020-09-19","29","2461"
"E06000050","2020-09-18","25","2432"
"E06000050","2020-09-17","18","2407"
"E06000050","2020-09-16","29","2389"
"E06000050","2020-09-15","14","2360"
"E06000050","2020-09-14","18","2346"
"E06000050","2020-09-13","5","2328"
"E06000050","2020-09-12","11","2323"
"E06000050","2020-09-11","18","2312"
"E06000050","2020-09-10","19","2294"
"E06000050","2020-09-09","12","2275"
"E06000050","2020-09-08","15","2263"
"E06000050","2020-09-07","26","2248"
"E06000050","2020-09-06","6","2222"
"E06000050","2020-09-05","13","2216"
"E06000050","2020-09-04","6","2203"
"E06000050","2020-09-03","14","2197"
"E06000050","2020-09-02","13","2183"
"E06000050","2020-09-01","8","2170"
"E06000050","2020-08-31","8","2162"
"E06000050","2020-08-30","3","2154"
"E06000050","2020-08-29","5","2151"
"E06000050","2020-08-28","3","2146"
"E06000050","2020-08-27","3","2143"
"E06000050","2020-08-26","8","2140"
"E06000050","2020-08-25","1","2132"
"E06000050","2020-08-24","4","2131"
"E06000050","2020-08-23","2","2127"
"E06000050","2020-08-22","5","2125"
"E06000050","2020-08-21","2","2120"
"E06000050","2020-08-20","7","2118"
"E06000050","2020-08-19","8","2111"
"E06000050","2020-08-18","3","2103"
"E06000050","2020-08-17","3","2100"
"E06000050","2020-08-16","0","2097"
"E06000050","2020-08-15","3","2097"
"E06000050","2020-08-14","4","2094"
"E06000050","2020-08-13","7","2090"
"E06000050","2020-08-12","0","2083"
"E06000050","2020-08-11","3","2083"
"E06000050","2020-08-10","4","2080"
"E06000050","2020-08-09","0","2076"
"E06000050","2020-08-08","0","2076"
"E06000050","2020-08-07","3","2076"
"E06000050","2020-08-06","4","2073"
"E06000050","2020-08-05","5","2069"
"E06000050","2020-08-04","4","2064"
"E06000050","2020-08-03","3","2060"
"E06000050","2020-08-02","0","2057"
"E06000050","2020-08-01","2","2057"
"E06000050","2020-07-31","8","2055"
"E06000050","2020-07-30","3","2047"
"E06000050","2020-07-29","3","2044"
"E06000050","2020-07-28","2","2041"
"E06000050","2020-07-27","6","2039"
"E06000050","2020-07-26","3","2033"
"E06000050","2020-07-25","3","2030"
"E06000050","2020-07-24","6","2027"
"E06000050","2020-07-23","2","2021"
"E06000050","2020-07-22","0","2019"
"E06000050","2020-07-21","3","2019"
"E06000050","2020-07-20","4","2016"
"E06000050","2020-07-19","1","2012"
"E06000050","2020-07-18","2","2011"
"E06000050","2020-07-17","3","2009"
"E06000050","2020-07-16","6","2006"
"E06000050","2020-07-15","3","2000"
"E06000050","2020-07-14","7","1997"
"E06000050","2020-07-13","1","1990"
"E06000050","2020-07-12","3","1989"
"E06000050","2020-07-11","2","1986"
"E06000050","2020-07-10","3","1984"
"E06000050","2020-07-09","14","1981"
"E06000050","2020-07-08","8","1967"
"E06000050","2020-07-07","3","1959"
"E06000050","2020-07-06","0","1956"
"E06000050","2020-07-05","5","1956"
"E06000050","2020-07-04","9","1951"
"E06000050","2020-07-03","1","1942"
"E06000050","2020-07-02","4","1941"
"E06000050","2020-07-01","5","1937"
"E06000050","2020-06-30","7","1932"
"E06000050","2020-06-29","11","1925"
"E06000050","2020-06-28","4","1914"
"E06000050","2020-06-27","3","1910"
"E06000050","2020-06-26","3","1907"
"E06000050","2020-06-25","11","1904"
"E06000050","2020-06-24","7","1893"
"E06000050","2020-06-23","5","1886"
"E06000050","2020-06-22","4","1881"
"E06000050","2020-06-21","4","1877"
"E06000050","2020-06-20","2","1873"
"E06000050","2020-06-19","7","1871"
"E06000050","2020-06-18","5","1864"
"E06000050","2020-06-17","8","1859"
"E06000050","2020-06-16","10","1851"
"E06000050","2020-06-15","8","1841"
"E06000050","2020-06-14","6","1833"
"E06000050","2020-06-13","10","1827"
"E06000050","2020-06-12","9","1817"
"E06000050","2020-06-11","6","1808"
"E06000050","2020-06-10","8","1802"
"E06000050","2020-06-09","7","1794"
"E06000050","2020-06-08","7","1787"
"E06000050","2020-06-07","7","1780"
"E06000050","2020-06-06","11","1773"
"E06000050","2020-06-05","6","1762"
"E06000050","2020-06-04","13","1756"
"E06000050","2020-06-03","10","1743"
"E06000050","2020-06-02","14","1733"
"E06000050","2020-06-01","20","1719"
"E06000050","2020-05-31","12","1699"
"E06000050","2020-05-30","8","1687"
"E06000050","2020-05-29","23","1679"
"E06000050","2020-05-28","26","1656"
"E06000050","2020-05-27","14","1630"
"E06000050","2020-05-26","26","1616"
"E06000050","2020-05-25","8","1590"
"E06000050","2020-05-24","16","1582"
"E06000050","2020-05-23","19","1566"
"E06000050","2020-05-22","19","1547"
"E06000050","2020-05-21","11","1528"
"E06000050","2020-05-20","29","1517"
"E06000050","2020-05-19","28","1488"
"E06000050","2020-05-18","30","1460"
"E06000050","2020-05-17","20","1430"
"E06000050","2020-05-16","23","1410"
"E06000050","2020-05-15","23","1387"
"E06000050","2020-05-14","33","1364"
"E06000050","2020-05-13","32","1331"
"E06000050","2020-05-12","32","1299"
"E06000050","2020-05-11","31","1267"
"E06000050","2020-05-10","21","1236"
"E06000050","2020-05-09","17","1215"
"E06000050","2020-05-08","41","1198"
"E06000050","2020-05-07","19","1157"
"E06000050","2020-05-06","34","1138"
"E06000050","2020-05-05","27","1104"
"E06000050","2020-05-04","23","1077"
"E06000050","2020-05-03","26","1054"
"E06000050","2020-05-02","25","1028"
"E06000050","2020-05-01","37","1003"
"E06000050","2020-04-30","32","966"
"E06000050","2020-04-29","32","934"
"E06000050","2020-04-28","47","902"
"E06000050","2020-04-27","37","855"
"E06000050","2020-04-26","17","818"
"E06000050","2020-04-25","24","801"
"E06000050","2020-04-24","24","777"
"E06000050","2020-04-23","29","753"
"E06000050","2020-04-22","26","724"
"E06000050","2020-04-21","43","698"
"E06000050","2020-04-20","22","655"
"E06000050","2020-04-19","24","633"
"E06000050","2020-04-18","24","609"
"E06000050","2020-04-17","31","585"
"E06000050","2020-04-16","29","554"
"E06000050","2020-04-15","22","525"
"E06000050","2020-04-14","22","503"
"E06000050","2020-04-13","15","481"
"E06000050","2020-04-12","27","466"
"E06000050","2020-04-11","15","439"
"E06000050","2020-04-10","25","424"
"E06000050","2020-04-09","27","399"
"E06000050","2020-04-08","28","372"
"E06000050","2020-04-07","30","344"
"E06000050","2020-04-06","31","314"
"E06000050","2020-04-05","32","283"
"E06000050","2020-04-04","31","251"
"E06000050","2020-04-03","36","220"
"E06000050","2020-04-02","26","184"
"E06000050","2020-04-01","29","158"
"E06000050","2020-03-31","18","129"
"E06000050","2020-03-30","16","111"
"E06000050","2020-03-29","23","95"
"E06000050","2020-03-28","11","72"
"E06000050","2020-03-27","17","61"
"E06000050","2020-03-26","5","44"
"E06000050","2020-03-25","5","39"
"E06000050","2020-03-24","4","34"
"E06000050","2020-03-23","5","30"
"E06000050","2020-03-22","3","25"
"E06000050","2020-03-21","2","22"
"E06000050","2020-03-20","3","20"
"E06000050","2020-03-19","4","17"
"E06000050","2020-03-18","2","13"
"E06000050","2020-03-17","1","11"
"E06000050","2020-03-16","2","10"
"E06000050","2020-03-15","2","8"
"E06000050","2020-03-14","0","6"
"E06000050","2020-03-13","0","6"
"E06000050","2020-03-12","1","6"
"E06000050","2020-03-11","2","5"
"E06000050","2020-03-10","2","3"
"E06000050","2020-03-09","0","1"
"E06000050","2020-03-08","0","1"
"E06000050","2020-03-07","0","1"
"E06000050","2020-03-06","0","1"
"E06000050","2020-03-05","0","1"
"E06000050","2020-03-04","0","1"
"E06000050","2020-03-03","0","1"
"E06000050","2020-03-02","1","1"
"E06000052","2020-11-02","4","2460"
"E06000052","2020-11-01","10","2456"
"E06000052","2020-10-31","17","2446"
"E06000052","2020-10-30","34","2429"
"E06000052","2020-10-29","51","2395"
"E06000052","2020-10-28","41","2344"
"E06000052","2020-10-27","47","2303"
"E06000052","2020-10-26","48","2256"
"E06000052","2020-10-25","26","2208"
"E06000052","2020-10-24","26","2182"
"E06000052","2020-10-23","37","2156"
"E06000052","2020-10-22","69","2119"
"E06000052","2020-10-21","57","2050"
"E06000052","2020-10-20","27","1993"
"E06000052","2020-10-19","39","1966"
"E06000052","2020-10-18","27","1927"
"E06000052","2020-10-17","17","1900"
"E06000052","2020-10-16","27","1883"
"E06000052","2020-10-15","11","1856"
"E06000052","2020-10-14","24","1845"
"E06000052","2020-10-13","40","1821"
"E06000052","2020-10-12","30","1781"
"E06000052","2020-10-11","6","1751"
"E06000052","2020-10-10","24","1745"
"E06000052","2020-10-09","23","1721"
"E06000052","2020-10-08","31","1698"
"E06000052","2020-10-07","36","1667"
"E06000052","2020-10-06","26","1631"
"E06000052","2020-10-05","37","1605"
"E06000052","2020-10-04","26","1568"
"E06000052","2020-10-03","13","1542"
"E06000052","2020-10-02","26","1529"
"E06000052","2020-10-01","23","1503"
"E06000052","2020-09-30","26","1480"
"E06000052","2020-09-29","21","1454"
"E06000052","2020-09-28","17","1433"
"E06000052","2020-09-27","4","1416"
"E06000052","2020-09-26","25","1412"
"E06000052","2020-09-25","53","1387"
"E06000052","2020-09-24","56","1334"
"E06000052","2020-09-23","31","1278"
"E06000052","2020-09-22","31","1247"
"E06000052","2020-09-21","31","1216"
"E06000052","2020-09-20","11","1185"
"E06000052","2020-09-19","41","1174"
"E06000052","2020-09-18","17","1133"
"E06000052","2020-09-17","21","1116"
"E06000052","2020-09-16","9","1095"
"E06000052","2020-09-15","6","1086"
"E06000052","2020-09-14","10","1080"
"E06000052","2020-09-13","15","1070"
"E06000052","2020-09-12","11","1055"
"E06000052","2020-09-11","6","1044"
"E06000052","2020-09-10","7","1038"
"E06000052","2020-09-09","4","1031"
"E06000052","2020-09-08","5","1027"
"E06000052","2020-09-07","4","1022"
"E06000052","2020-09-06","4","1018"
"E06000052","2020-09-05","2","1014"
"E06000052","2020-09-04","2","1012"
"E06000052","2020-09-03","12","1010"
"E06000052","2020-09-02","2","998"
"E06000052","2020-09-01","6","996"
"E06000052","2020-08-31","5","990"
"E06000052","2020-08-30","0","985"
"E06000052","2020-08-29","2","985"
"E06000052","2020-08-28","1","983"
"E06000052","2020-08-27","2","982"
"E06000052","2020-08-26","2","980"
"E06000052","2020-08-25","4","978"
"E06000052","2020-08-24","1","974"
"E06000052","2020-08-23","2","973"
"E06000052","2020-08-22","1","971"
"E06000052","2020-08-21","2","970"
"E06000052","2020-08-20","4","968"
"E06000052","2020-08-19","4","964"
"E06000052","2020-08-18","2","960"
"E06000052","2020-08-17","1","958"
"E06000052","2020-08-16","0","957"
"E06000052","2020-08-15","0","957"
"E06000052","2020-08-14","2","957"
"E06000052","2020-08-13","2","955"
"E06000052","2020-08-12","0","953"
"E06000052","2020-08-11","5","953"
"E06000052","2020-08-10","3","948"
"E06000052","2020-08-09","0","945"
"E06000052","2020-08-08","2","945"
"E06000052","2020-08-07","1","943"
"E06000052","2020-08-06","2","942"
"E06000052","2020-08-05","1","940"
"E06000052","2020-08-04","7","939"
"E06000052","2020-08-03","1","932"
"E06000052","2020-08-02","1","931"
"E06000052","2020-08-01","0","930"
"E06000052","2020-07-31","0","930"
"E06000052","2020-07-30","4","930"
"E06000052","2020-07-29","1","926"
"E06000052","2020-07-28","1","925"
"E06000052","2020-07-27","2","924"
"E06000052","2020-07-26","1","922"
"E06000052","2020-07-25","3","921"
"E06000052","2020-07-24","3","918"
"E06000052","2020-07-23","5","915"
"E06000052","2020-07-22","2","910"
"E06000052","2020-07-21","3","908"
"E06000052","2020-07-20","3","905"
"E06000052","2020-07-19","0","902"
"E06000052","2020-07-18","0","902"
"E06000052","2020-07-17","0","902"
"E06000052","2020-07-16","2","902"
"E06000052","2020-07-15","2","900"
"E06000052","2020-07-14","0","898"
"E06000052","2020-07-13","0","898"
"E06000052","2020-07-12","0","898"
"E06000052","2020-07-11","0","898"
"E06000052","2020-07-10","1","898"
"E06000052","2020-07-09","0","897"
"E06000052","2020-07-08","3","897"
"E06000052","2020-07-07","2","894"
"E06000052","2020-07-06","1","892"
"E06000052","2020-07-05","2","891"
"E06000052","2020-07-04","1","889"
"E06000052","2020-07-03","1","888"
"E06000052","2020-07-02","2","887"
"E06000052","2020-07-01","4","885"
"E06000052","2020-06-30","0","881"
"E06000052","2020-06-29","0","881"
"E06000052","2020-06-28","0","881"
"E06000052","2020-06-27","1","881"
"E06000052","2020-06-26","0","880"
"E06000052","2020-06-25","1","880"
"E06000052","2020-06-24","1","879"
"E06000052","2020-06-23","3","878"
"E06000052","2020-06-22","2","875"
"E06000052","2020-06-21","1","873"
"E06000052","2020-06-20","0","872"
"E06000052","2020-06-19","0","872"
"E06000052","2020-06-18","0","872"
"E06000052","2020-06-17","1","872"
"E06000052","2020-06-16","1","871"
"E06000052","2020-06-15","1","870"
"E06000052","2020-06-14","0","869"
"E06000052","2020-06-13","0","869"
"E06000052","2020-06-12","1","869"
"E06000052","2020-06-11","8","868"
"E06000052","2020-06-10","10","860"
"E06000052","2020-06-09","1","850"
"E06000052","2020-06-08","1","849"
"E06000052","2020-06-07","2","848"
"E06000052","2020-06-06","4","846"
"E06000052","2020-06-05","4","842"
"E06000052","2020-06-04","2","838"
"E06000052","2020-06-03","2","836"
"E06000052","2020-06-02","1","834"
"E06000052","2020-06-01","4","833"
"E06000052","2020-05-31","2","829"
"E06000052","2020-05-30","0","827"
"E06000052","2020-05-29","6","827"
"E06000052","2020-05-28","3","821"
"E06000052","2020-05-27","2","818"
"E06000052","2020-05-26","5","816"
"E06000052","2020-05-25","5","811"
"E06000052","2020-05-24","2","806"
"E06000052","2020-05-23","1","804"
"E06000052","2020-05-22","4","803"
"E06000052","2020-05-21","2","799"
"E06000052","2020-05-20","9","797"
"E06000052","2020-05-19","5","788"
"E06000052","2020-05-18","5","783"
"E06000052","2020-05-17","3","778"
"E06000052","2020-05-16","5","775"
"E06000052","2020-05-15","6","770"
"E06000052","2020-05-14","4","764"
"E06000052","2020-05-13","4","760"
"E06000052","2020-05-12","8","756"
"E06000052","2020-05-11","18","748"
"E06000052","2020-05-10","5","730"
"E06000052","2020-05-09","7","725"
"E06000052","2020-05-08","10","718"
"E06000052","2020-05-07","13","708"
"E06000052","2020-05-06","12","695"
"E06000052","2020-05-05","16","683"
"E06000052","2020-05-04","8","667"
"E06000052","2020-05-03","14","659"
"E06000052","2020-05-02","11","645"
"E06000052","2020-05-01","8","634"
"E06000052","2020-04-30","26","626"
"E06000052","2020-04-29","25","600"
"E06000052","2020-04-28","13","575"
"E06000052","2020-04-27","19","562"
"E06000052","2020-04-26","25","543"
"E06000052","2020-04-25","17","518"
"E06000052","2020-04-24","17","501"
"E06000052","2020-04-23","17","484"
"E06000052","2020-04-22","11","467"
"E06000052","2020-04-21","14","456"
"E06000052","2020-04-20","9","442"
"E06000052","2020-04-19","9","433"
"E06000052","2020-04-18","16","424"
"E06000052","2020-04-17","19","408"
"E06000052","2020-04-16","30","389"
"E06000052","2020-04-15","8","359"
"E06000052","2020-04-14","10","351"
"E06000052","2020-04-13","21","341"
"E06000052","2020-04-12","20","320"
"E06000052","2020-04-11","13","300"
"E06000052","2020-04-10","12","287"
"E06000052","2020-04-09","18","275"
"E06000052","2020-04-08","16","257"
"E06000052","2020-04-07","14","241"
"E06000052","2020-04-06","19","227"
"E06000052","2020-04-05","11","208"
"E06000052","2020-04-04","15","197"
"E06000052","2020-04-03","18","182"
"E06000052","2020-04-02","17","164"
"E06000052","2020-04-01","21","147"
"E06000052","2020-03-31","20","126"
"E06000052","2020-03-30","11","106"
"E06000052","2020-03-29","11","95"
"E06000052","2020-03-28","10","84"
"E06000052","2020-03-27","15","74"
"E06000052","2020-03-26","11","59"
"E06000052","2020-03-25","4","48"
"E06000052","2020-03-24","3","44"
"E06000052","2020-03-23","6","41"
"E06000052","2020-03-22","3","35"
"E06000052","2020-03-21","3","32"
"E06000052","2020-03-20","6","29"
"E06000052","2020-03-19","2","23"
"E06000052","2020-03-18","5","21"
"E06000052","2020-03-17","2","16"
"E06000052","2020-03-16","3","14"
"E06000052","2020-03-15","1","11"
"E06000052","2020-03-14","1","10"
"E06000052","2020-03-13","1","9"
"E06000052","2020-03-12","0","8"
"E06000052","2020-03-11","1","8"
"E06000052","2020-03-10","1","7"
"E06000052","2020-03-09","1","6"
"E06000052","2020-03-08","0","5"
"E06000052","2020-03-07","0","5"
"E06000052","2020-03-06","2","5"
"E06000052","2020-03-05","1","3"
"E06000052","2020-03-04","1","2"
"E06000052","2020-03-03","0","1"
"E06000052","2020-03-02","1","1"
"E06000047","2020-11-02","87","12594"
"E06000047","2020-11-01","196","12507"
"E06000047","2020-10-31","152","12311"
"E06000047","2020-10-30","225","12159"
"E06000047","2020-10-29","241","11934"
"E06000047","2020-10-28","238","11693"
"E06000047","2020-10-27","232","11455"
"E06000047","2020-10-26","242","11223"
"E06000047","2020-10-25","144","10981"
"E06000047","2020-10-24","152","10837"
"E06000047","2020-10-23","159","10685"
"E06000047","2020-10-22","223","10526"
"E06000047","2020-10-21","284","10303"
"E06000047","2020-10-20","277","10019"
"E06000047","2020-10-19","278","9742"
"E06000047","2020-10-18","157","9464"
"E06000047","2020-10-17","182","9307"
"E06000047","2020-10-16","230","9125"
"E06000047","2020-10-15","245","8895"
"E06000047","2020-10-14","328","8650"
"E06000047","2020-10-13","326","8322"
"E06000047","2020-10-12","279","7996"
"E06000047","2020-10-11","248","7717"
"E06000047","2020-10-10","191","7469"
"E06000047","2020-10-09","270","7278"
"E06000047","2020-10-08","288","7008"
"E06000047","2020-10-07","310","6720"
"E06000047","2020-10-06","225","6410"
"E06000047","2020-10-05","260","6185"
"E06000047","2020-10-04","185","5925"
"E06000047","2020-10-03","145","5740"
"E06000047","2020-10-02","176","5595"
"E06000047","2020-10-01","169","5419"
"E06000047","2020-09-30","136","5250"
"E06000047","2020-09-29","147","5114"
"E06000047","2020-09-28","109","4967"
"E06000047","2020-09-27","71","4858"
"E06000047","2020-09-26","96","4787"
"E06000047","2020-09-25","69","4691"
"E06000047","2020-09-24","108","4622"
"E06000047","2020-09-23","86","4514"
"E06000047","2020-09-22","76","4428"
"E06000047","2020-09-21","80","4352"
"E06000047","2020-09-20","77","4272"
"E06000047","2020-09-19","51","4195"
"E06000047","2020-09-18","56","4144"
"E06000047","2020-09-17","50","4088"
"E06000047","2020-09-16","40","4038"
"E06000047","2020-09-15","34","3998"
"E06000047","2020-09-14","38","3964"
"E06000047","2020-09-13","18","3926"
"E06000047","2020-09-12","20","3908"
"E06000047","2020-09-11","31","3888"
"E06000047","2020-09-10","34","3857"
"E06000047","2020-09-09","43","3823"
"E06000047","2020-09-08","39","3780"
"E06000047","2020-09-07","31","3741"
"E06000047","2020-09-06","29","3710"
"E06000047","2020-09-05","44","3681"
"E06000047","2020-09-04","29","3637"
"E06000047","2020-09-03","31","3608"
"E06000047","2020-09-02","19","3577"
"E06000047","2020-09-01","11","3558"
"E06000047","2020-08-31","10","3547"
"E06000047","2020-08-30","7","3537"
"E06000047","2020-08-29","11","3530"
"E06000047","2020-08-28","10","3519"
"E06000047","2020-08-27","11","3509"
"E06000047","2020-08-26","13","3498"
"E06000047","2020-08-25","7","3485"
"E06000047","2020-08-24","7","3478"
"E06000047","2020-08-23","2","3471"
"E06000047","2020-08-22","7","3469"
"E06000047","2020-08-21","11","3462"
"E06000047","2020-08-20","9","3451"
"E06000047","2020-08-19","5","3442"
"E06000047","2020-08-18","5","3437"
"E06000047","2020-08-17","12","3432"
"E06000047","2020-08-16","3","3420"
"E06000047","2020-08-15","12","3417"
"E06000047","2020-08-14","17","3405"
"E06000047","2020-08-13","4","3388"
"E06000047","2020-08-12","2","3384"
"E06000047","2020-08-11","4","3382"
"E06000047","2020-08-10","2","3378"
"E06000047","2020-08-09","2","3376"
"E06000047","2020-08-08","3","3374"
"E06000047","2020-08-07","1","3371"
"E06000047","2020-08-06","1","3370"
"E06000047","2020-08-05","2","3369"
"E06000047","2020-08-04","3","3367"
"E06000047","2020-08-03","0","3364"
"E06000047","2020-08-02","1","3364"
"E06000047","2020-08-01","1","3363"
"E06000047","2020-07-31","4","3362"
"E06000047","2020-07-30","0","3358"
"E06000047","2020-07-29","2","3358"
"E06000047","2020-07-28","0","3356"
"E06000047","2020-07-27","4","3356"
"E06000047","2020-07-26","3","3352"
"E06000047","2020-07-25","0","3349"
"E06000047","2020-07-24","2","3349"
"E06000047","2020-07-23","1","3347"
"E06000047","2020-07-22","7","3346"
"E06000047","2020-07-21","1","3339"
"E06000047","2020-07-20","0","3338"
"E06000047","2020-07-19","0","3338"
"E06000047","2020-07-18","2","3338"
"E06000047","2020-07-17","2","3336"
"E06000047","2020-07-16","3","3334"
"E06000047","2020-07-15","3","3331"
"E06000047","2020-07-14","0","3328"
"E06000047","2020-07-13","2","3328"
"E06000047","2020-07-12","0","3326"
"E06000047","2020-07-11","0","3326"
"E06000047","2020-07-10","4","3326"
"E06000047","2020-07-09","7","3322"
"E06000047","2020-07-08","2","3315"
"E06000047","2020-07-07","1","3313"
"E06000047","2020-07-06","0","3312"
"E06000047","2020-07-05","2","3312"
"E06000047","2020-07-04","5","3310"
"E06000047","2020-07-03","1","3305"
"E06000047","2020-07-02","2","3304"
"E06000047","2020-07-01","0","3302"
"E06000047","2020-06-30","3","3302"
"E06000047","2020-06-29","1","3299"
"E06000047","2020-06-28","2","3298"
"E06000047","2020-06-27","3","3296"
"E06000047","2020-06-26","3","3293"
"E06000047","2020-06-25","5","3290"
"E06000047","2020-06-24","1","3285"
"E06000047","2020-06-23","10","3284"
"E06000047","2020-06-22","4","3274"
"E06000047","2020-06-21","1","3270"
"E06000047","2020-06-20","7","3269"
"E06000047","2020-06-19","5","3262"
"E06000047","2020-06-18","3","3257"
"E06000047","2020-06-17","3","3254"
"E06000047","2020-06-16","3","3251"
"E06000047","2020-06-15","5","3248"
"E06000047","2020-06-14","9","3243"
"E06000047","2020-06-13","4","3234"
"E06000047","2020-06-12","5","3230"
"E06000047","2020-06-11","5","3225"
"E06000047","2020-06-10","3","3220"
"E06000047","2020-06-09","11","3217"
"E06000047","2020-06-08","4","3206"
"E06000047","2020-06-07","5","3202"
"E06000047","2020-06-06","2","3197"
"E06000047","2020-06-05","11","3195"
"E06000047","2020-06-04","16","3184"
"E06000047","2020-06-03","9","3168"
"E06000047","2020-06-02","13","3159"
"E06000047","2020-06-01","17","3146"
"E06000047","2020-05-31","18","3129"
"E06000047","2020-05-30","9","3111"
"E06000047","2020-05-29","17","3102"
"E06000047","2020-05-28","11","3085"
"E06000047","2020-05-27","29","3074"
"E06000047","2020-05-26","19","3045"
"E06000047","2020-05-25","17","3026"
"E06000047","2020-05-24","21","3009"
"E06000047","2020-05-23","34","2988"
"E06000047","2020-05-22","30","2954"
"E06000047","2020-05-21","39","2924"
"E06000047","2020-05-20","45","2885"
"E06000047","2020-05-19","32","2840"
"E06000047","2020-05-18","43","2808"
"E06000047","2020-05-17","34","2765"
"E06000047","2020-05-16","58","2731"
"E06000047","2020-05-15","52","2673"
"E06000047","2020-05-14","55","2621"
"E06000047","2020-05-13","33","2566"
"E06000047","2020-05-12","57","2533"
"E06000047","2020-05-11","76","2476"
"E06000047","2020-05-10","40","2400"
"E06000047","2020-05-09","37","2360"
"E06000047","2020-05-08","37","2323"
"E06000047","2020-05-07","32","2286"
"E06000047","2020-05-06","65","2254"
"E06000047","2020-05-05","77","2189"
"E06000047","2020-05-04","57","2112"
"E06000047","2020-05-03","42","2055"
"E06000047","2020-05-02","58","2013"
"E06000047","2020-05-01","65","1955"
"E06000047","2020-04-30","72","1890"
"E06000047","2020-04-29","99","1818"
"E06000047","2020-04-28","85","1719"
"E06000047","2020-04-27","57","1634"
"E06000047","2020-04-26","47","1577"
"E06000047","2020-04-25","65","1530"
"E06000047","2020-04-24","71","1465"
"E06000047","2020-04-23","79","1394"
"E06000047","2020-04-22","81","1315"
"E06000047","2020-04-21","60","1234"
"E06000047","2020-04-20","63","1174"
"E06000047","2020-04-19","50","1111"
"E06000047","2020-04-18","76","1061"
"E06000047","2020-04-17","56","985"
"E06000047","2020-04-16","62","929"
"E06000047","2020-04-15","50","867"
"E06000047","2020-04-14","39","817"
"E06000047","2020-04-13","45","778"
"E06000047","2020-04-12","29","733"
"E06000047","2020-04-11","52","704"
"E06000047","2020-04-10","56","652"
"E06000047","2020-04-09","58","596"
"E06000047","2020-04-08","54","538"
"E06000047","2020-04-07","63","484"
"E06000047","2020-04-06","86","421"
"E06000047","2020-04-05","26","335"
"E06000047","2020-04-04","31","309"
"E06000047","2020-04-03","37","278"
"E06000047","2020-04-02","36","241"
"E06000047","2020-04-01","52","205"
"E06000047","2020-03-31","26","153"
"E06000047","2020-03-30","20","127"
"E06000047","2020-03-29","13","107"
"E06000047","2020-03-28","19","94"
"E06000047","2020-03-27","14","75"
"E06000047","2020-03-26","14","61"
"E06000047","2020-03-25","13","47"
"E06000047","2020-03-24","6","34"
"E06000047","2020-03-23","10","28"
"E06000047","2020-03-22","3","18"
"E06000047","2020-03-21","3","15"
"E06000047","2020-03-20","3","12"
"E06000047","2020-03-19","2","9"
"E06000047","2020-03-18","2","7"
"E06000047","2020-03-17","2","5"
"E06000047","2020-03-16","0","3"
"E06000047","2020-03-15","1","3"
"E06000047","2020-03-14","1","2"
"E06000047","2020-03-13","0","1"
"E06000047","2020-03-12","0","1"
"E06000047","2020-03-11","0","1"
"E06000047","2020-03-10","0","1"
"E06000047","2020-03-09","1","1"
"E08000026","2020-11-02","0","5641"
"E08000026","2020-11-01","51","5641"
"E08000026","2020-10-31","101","5590"
"E08000026","2020-10-30","114","5489"
"E08000026","2020-10-29","114","5375"
"E08000026","2020-10-28","124","5261"
"E08000026","2020-10-27","107","5137"
"E08000026","2020-10-26","119","5030"
"E08000026","2020-10-25","70","4911"
"E08000026","2020-10-24","96","4841"
"E08000026","2020-10-23","98","4745"
"E08000026","2020-10-22","127","4647"
"E08000026","2020-10-21","138","4520"
"E08000026","2020-10-20","122","4382"
"E08000026","2020-10-19","129","4260"
"E08000026","2020-10-18","76","4131"
"E08000026","2020-10-17","79","4055"
"E08000026","2020-10-16","103","3976"
"E08000026","2020-10-15","123","3873"
"E08000026","2020-10-14","102","3750"
"E08000026","2020-10-13","103","3648"
"E08000026","2020-10-12","99","3545"
"E08000026","2020-10-11","75","3446"
"E08000026","2020-10-10","78","3371"
"E08000026","2020-10-09","92","3293"
"E08000026","2020-10-08","105","3201"
"E08000026","2020-10-07","109","3096"
"E08000026","2020-10-06","84","2987"
"E08000026","2020-10-05","76","2903"
"E08000026","2020-10-04","55","2827"
"E08000026","2020-10-03","55","2772"
"E08000026","2020-10-02","65","2717"
